id,state,country_id
196,"Bilasuvar Rayonu",13
197,"Cabrayil Rayonu",13
198,"Calilabad Rayonu",13
199,"Daskasan Rayonu",13
200,"Davaci Rayonu",13
201,"Fuzuli Rayonu",13
202,"Gadabay Rayonu",13
203,"Goranboy Rayonu",13
204,"Goycay Rayonu",13
205,"Haciqabul Rayonu",13
206,"Imisli Rayonu",13
207,"Ismayilli Rayonu",13
208,"Kalbacar Rayonu",13
209,"Kurdamir Rayonu",13
210,"Lacin Rayonu",13
211,"Lankaran Rayonu",13
212,"Lerik Rayonu",13
213,"Masalli Rayonu",13
214,"Neftcala Rayonu",13
215,"Oguz Rayonu",13
216,"Qabala Rayonu",13
217,"Qax Rayonu",13
218,"Qazax Rayonu",13
219,"Qobustan Rayonu",13
220,"Quba Rayonu",13
221,"Qubadli Rayonu",13
222,"Qusar Rayonu",13
223,"Saatli Rayonu",13
224,"Sabirabad Rayonu",13
225,"Saki Rayonu",13
226,"Salyan Rayonu",13
227,"Samaxi Rayonu",13
228,"Samkir Rayonu",13
229,"Samux Rayonu",13
230,"Siyazan Rayonu",13
231,"Susa Rayonu",13
232,"Tartar Rayonu",13
233,"Tovuz Rayonu",13
234,"Ucar Rayonu",13
235,"Xacmaz Rayonu",13
236,"Xanlar Rayonu",13
237,"Xizi Rayonu",13
238,"Xocali Rayonu",13
239,"Xocavand Rayonu",13
240,"Yardimli Rayonu",13
241,"Yevlax Rayonu",13
242,"Zangilan Rayonu",13
243,"Zaqatala Rayonu",13
244,"Zardab Rayonu",13
245,"Ali Bayramli Sahari",13
246,"Baki Sahari",13
247,"Ganca Sahari",13
248,"Lankaran Sahari",13
249,"Mingacevir Sahari",13
250,"Naftalan Sahari",13
251,"Saki Sahari",13
252,"Sumqayit Sahari",13
253,"Susa Sahari",13
254,"Xankandi Sahari",13
255,"Yevlax Sahari",13
256,"Naxcivan Muxtar",13
257,Other,13
258,"Acklins and Crooked Islands",14
259,Bimini,14
260,"Cat Island",14
261,Exuma,14
262,Freeport,14
263,"Fresh Creek",14
264,"Governor's Harbour",14
265,"Green Turtle Cay",14
266,"Harbour Island",14
267,"High Rock",14
268,Inagua,14
269,"Kemps Bay",14
270,"Long Island",14
271,"Marsh Harbour",14
272,Mayaguana,14
273,"New Providence",14
274,"Nichollstown and Berry Islands",14
275,"Ragged Island",14
276,"Rock Sound",14
277,"Sandy Point",14
278,"San Salvador and Rum Cay",14
279,Other,14
280,"Al Hadd",15
281,"Al Manamah",15
282,"Al Mintaqah al Gharbiyah",15
283,"Al Mintaqah al Wusta",15
284,"Al Mintaqah ash Shamaliyah",15
285,"Al Muharraq",15
286,"Ar Rifa' wa al Mintaqah al Janubiyah",15
287,"Jidd Hafs",15
288,"Madinat Hamad",15
289,"Madinat 'Isa",15
290,"Juzur Hawar",15
291,Sitrah,15
292,Other,15
293,Barisal,16
294,Chittagong,16
295,Dhaka,16
296,Khulna,16
297,Rajshahi,16
298,Sylhet,16
299,Other,16
300,"Christ Church",17
301,"Saint Andrew",17
302,"Saint George",17
303,"Saint James",17
304,"Saint John",17
305,"Saint Joseph",17
306,"Saint Lucy",17
307,"Saint Michael",17
308,"Saint Peter",17
309,"Saint Philip",17
310,"Saint Thomas",17
311,Other,17
312,Brest,18
313,Homyel,18
314,"Horad Minsk",18
315,Hrodna,18
316,Mahilyow,18
317,Minsk,18
318,Vitsyebsk,18
319,Other,18
320,Antwerpen,19
321,"Brabant Wallon",19
322,Brussels,19
323,Flanders,19
324,Hainaut,19
325,Liege,19
326,Limburg,19
327,Luxembourg,19
328,Namur,19
329,Oost-Vlaanderen,19
330,Vlaams-Brabant,19
331,Wallonia,19
332,West-Vlaanderen,19
333,Other,19
334,Belize,20
335,Cayo,20
336,Corozal,20
337,"Orange Walk",20
338,"Stann Creek",20
339,Toledo,20
340,Other,20
341,Devonshire,21
342,Hamilton,21
343,Hamilton,21
344,Paget,21
345,Pembroke,21
346,"Saint George",21
347,"Saint George's",21
348,Sandys,21
349,Smith's,21
350,Southampton,21
351,Warwick,21
352,Other,21
353,Bumthang,22
354,Chukha,22
355,Dagana,22
356,Gasa,22
357,Haa,22
358,Lhuntse,22
359,Mongar,22
360,Paro,22
361,Pemagatshel,22
362,Punakha,22
363,"Samdrup Jongkhar",22
364,Samtse,22
365,Sarpang,22
366,Thimphu,22
367,Trashigang,22
368,Trashiyangste,22
369,Trongsa,22
370,Tsirang,22
371,"Wangdue Phodrang",22
372,Zhemgang,22
373,Other,22
374,Chuquisaca,23
375,Cochabamba,23
376,Beni,23
377,"La Paz",23
378,Oruro,23
379,Pando,23
380,Potosi,23
381,"Santa Cruz",23
382,Tarija,23
383,Other,23
384,"Canton Sarajevo",24
385,"Central Bosnia Canton",24
386,"Herzegovina-Neretva Canton",24
387,"Republika Srpska",24
388,"Tuzla Canton",24
389,"Una-Sana Canton",24
390,"West Bosnia",24
391,"West Bosnia Canton",24
392,"Zenica-Doboj Canton",24
393,Other,24
394,Central,25
395,Ghanzi,25
396,Kgalagadi,25
397,Kgatleng,25
398,Kweneng,25
399,"North East",25
400,"North West",25
401,"South East",25
402,Southern,25
403,Other,25
404,Acre,26
405,Alagoas,26
406,Amapa,26
407,Amazonas,26
408,Bahia,26
409,Ceara,26
410,"Distrito Federal",26
411,"Espirito Santo",26
412,Goias,26
413,Maranhao,26
414,"Mato Grosso",26
415,"Mato Grosso do Sul",26
416,"Minas Gerais",26
417,"Minas Gerais (MG)",26
418,Para,26
419,Paraiba,26
420,Parana,26
421,Pernambuco,26
422,Piaui,26
423,"Rio de Janeiro",26
424,"Rio de Janeiro (RJ)",26
425,"Rio Grande do Norte",26
426,"Rio Grande do Sul",26
427,"Rio Grande do Sul (RS)",26
428,Rondonia,26
429,Roraima,26
430,"Santa Catarina",26
431,"Santa Catarina (SC)",26
432,"Sao Paulo",26
433,"Sao Paulo (SP)",26
434,Sergipe,26
435,Other,26
436,Belait,27
437,"Brunei and Muara",27
438,Temburong,27
439,Tutong,27
440,Other,27
441,"Burgas Province",28
442,"Grad Sofiya",28
443,Khaskovo,28
444,"Oblast Pleven",28
445,"Oblast Sliven",28
446,Plovdiv,28
447,Ruse,28
448,Varna,28
449,Other,28
450,Kadiogo,29
451,Other,29
452,Burundi,30
453,Other,30
454,"Phnum Penh",31
455,Other,31
456,Centre,32
457,Cote,32
458,"Nord Extreme",32
459,Other,32
460,Alberta,33
461,"British Columbia",33
462,Manitoba,33
463,Ontario,33
464,Quebec,33
465,Alberta,33
466,"British Columbia",33
467,Manitoba,33
468,"New Brunswick",33
469,"Newfoundland and Labrador",33
470,"Northwest Territories",33
471,"Nova Scotia",33
472,Nunavut,33
473,Ontario,33
474,"Prince Edward Island",33
475,Quebec,33
476,Saskatchewan,33
477,Yukon,33
478,Other,33
479,Praia,34
480,Other,34
481,Other,35
482,Bangui,36
483,Other,36
484,Chari-Baguirmi,37
485,Other,37
486,Antofagasta,38
487,Araucania,38
488,Biobio,38
489,Coquimbo,38
490,"General Bernardo O'Higgins",38
491,"Los Lagos",38
492,"Magallanes y Antartica",38
493,Maule,38
494,"Region Metropolitana",38
495,Tarapaca,38
496,Valparaiso,38
497,Other,38
498,Anhui,39
499,"Anhui (Anhwei)",39
500,"Beijing Shi (Peking)",39
501,Fujian,39
502,"Fujian (Fukien)",39
503,Gansu,39
504,"Gansu (Kansu)",39
505,Guangdong,39
506,"Guangdong (Kwangtung)",39
507,"Guangdong Sheng",39
508,"Guangxi Zhuangzu Zizhiqu (Kwangsi Chu)",39
509,"Guizhou (Kweichow)",39
510,Hebei,39
511,"Hebei (Hopeh)",39
512,Heilongjiang,39
513,"Heilongjiang (Heilungkiang)",39
514,"Henan (Honan)",39
515,Hubei,39
516,"Hubei (Hupei)",39
517,Hunan,39
518,Jiangsu,39
519,"Jiangsu (Kiangsu)",39
520,Jiangxi,39
521,"Jiangxi (Kiangsi)",39
522,"Jilin (Kirin)",39
523,Liaoning,39
524,"Nei Menggu Autonomous Region",39
525,"Nei Mongol Zizhiqu (Inner Mongolia)",39
526,"Ningxia Huizu Zizhiqu (Nigsia Hui)",39
527,"Qinghai (Tsinghai)",39
528,Shaanxi,39
529,"Shaanxi (Shensi)",39
530,Shandong,39
531,"Shandong (Shantung)",39
532,"Shanghai Shi (Shanghai)",39
533,Shanxi,39
534,"Shanxi (Shansi)",39
535,Sichuan,39
536,"Sichuan (Szechwan)",39
537,Taiwan,39
538,"Tianjin Shi (Tientsin)",39
539,Xinjiang,39
540,Yunnan,39
541,Zhejiang,39
542,"Zhejiang (Chekiang)",39
543,Other,39
544,Amazonas,40
545,Antioquia,40
546,Arauca,40
547,Atlantico,40
548,Bolivar,40
549,Boyaca,40
550,Caldas,40
551,Caqueta,40
552,Casanare,40
553,Cauca,40
554,Cesar,40
555,Choco,40
556,Cordoba,40
557,Cundinamarca,40
558,"Distrito Especial",40
559,Guainia,40
560,Guajira,40
561,Guaviare,40
562,Huila,40
563,"La Guajira",40
564,Magdalena,40
565,Meta,40
566,Narino,40
567,"Norte de Santander",40
568,Putumayo,40
569,Quindio,40
570,Risaralda,40
571,"San Andres y Providencia",40
572,Santander,40
573,Sucre,40
574,Tolima,40
575,"Valle del Cauca",40
576,Vaupes,40
577,Vichada,40
578,Other,40
579,"Anjouan Island",41
580,"Comoros (general)",41
581,"Grande Comore Island",41
582,Mahore,41
583,"Moheli Island",41
584,Other,41
585,Bandundu,42
586,Bas-Congo,42
587,Katanga,42
588,Orientale,42
589,Other,42
590,Bouenza,43
591,Brazzaville,43
592,Cuvette,43
593,Kouilou,43
594,Lekoumou,43
595,Likouala,43
596,Niari,43
597,Plateaux,43
598,Pool,43
599,Sangha,43
600,Other,43
601,Rarotonga,44
602,Other,44
603,Alajuela,45
604,Cartago,45
605,Other,45
606,Abidjan,46
607,Bouake,46
608,Yamoussoukro,46
609,Other,46
610,Bjelovarsko-Bilogorska,47
611,Brodsko-Posavska,47
612,Dubrovacko-Neretvanska,47
613,Istarska,47
614,Karlovacka,47
615,Koprivnicko-Krizevacka,47
616,Krapinsko-Zagorska,47
617,Licko-Senjska,47
618,Medimurska,47
619,Osjecko-Baranjska,47
620,Pozesko-Slavonska,47
621,Primorsko-Goranska,47
622,Sibensko-Kninska,47
623,Sisacko-Moslavacka,47
624,Splitsko-Dalmatinska,47
625,Varazdinska,47
626,Viroviticko-Podravska,47
627,Vukovarsko-Srijemska,47
628,Zadarska,47
629,Zagreb,47
630,Zagrebacka,47
631,Other,47
632,Camaguey,48
633,"Ciego de Avila",48
634,Cienfuegos,48
635,"Ciudad de La Habana",48
636,Granma,48
637,Guantanamo,48
638,Holguin,48
639,"Isla de la Juventud",48
640,"La Habana",48
641,"Las Tunas",48
642,Matanzas,48
643,"Pinar del Rio",48
644,"Sancti Spiritus",48
645,"Santiago de Cuba",48
646,"Villa Clara",48
647,Other,48
648,Famagusta,49
649,Kyrenia,49
650,Larnaca,49
651,Limassol,49
652,Nicosia,49
653,Paphos,49
654,Other,49
655,"Jihocesky Kraj",50
656,"Jihomoravsky Kraj",50
657,"Karlovarsky Kraj",50
658,"Kralovehradecky Kraj",50
659,"Liberecky Kraj",50
660,"Moravskoslezsky Kraj",50
661,"Olomoucky Kraj",50
662,"Pardubicky Kraj",50
663,"Plzensky Kraj",50
664,Praha,50
665,"Stredocesky Kraj",50
666,"Ustecky Kraj",50
667,Vysocina,50
668,"Zlinsky Kraj",50
669,Other,50
670,Arhus,51
671,Bornholm,51
672,Frederiksberg,51
673,Frederiksborg,51
674,Fyn,51
675,Kobenhavn,51
676,Kobenhavns,51
677,Nordjylland,51
678,Ribe,51
679,Ringkobing,51
680,Roskilde,51
681,Sonderjylland,51
682,Storstrom,51
683,Vejle,51
684,Vestsjalland,51
685,Viborg,51
686,Other,51
687,"Ali Sabih",52
688,Dikhil,52
689,Djibouti,52
690,Obock,52
691,Tadjoura,52
692,Other,52
693,"Saint Andrew",53
694,"Saint David",53
695,"Saint George",53
696,"Saint John",53
697,"Saint Joseph",53
698,"Saint Luke",53
699,"Saint Mark",53
700,"Saint Patrick",53
701,"Saint Paul",53
702,"Saint Peter",53
703,Other,53
704,Azua,54
705,Baoruco,54
706,Barahona,54
707,Dajabon,54
708,"Distrito Nacional",54
709,Duarte,54
710,"Elias Pina",54
711,"El Seibo",54
712,Espaillat,54
713,"Hato Mayor",54
714,Independencia,54
715,"La Altagracia",54
716,"La Romana",54
717,"La Vega",54
718,"Maria Trinidad Sanchez",54
719,"Monsenor Nouel",54
720,"Monte Cristi",54
721,"Monte Plata",54
722,Pedernales,54
723,Peravia,54
724,"Puerto Plata",54
725,Salcedo,54
726,Samana,54
727,"Sanchez Ramirez",54
728,"San Cristobal",54
729,"San Jose de Ocoa",54
730,"San Juan",54
731,"San Pedro de Macoris",54
732,Santiago,54
733,"Santiago Rodriguez",54
734,"Santo Domingo",54
735,Valverde,54
736,Other,54
737,Aileu,55
738,Ainaro,55
739,Baucau,55
740,Bobonaro,55
741,Cova-Lima,55
742,Dili,55
743,Ermera,55
744,Lautem,55
745,Liquica,55
746,Manatuto,55
747,Manufahi,55
748,Oecussi,55
749,Viqueque,55
750,Other,55
751,Azuay,56
752,Bolivar,56
753,Canar,56
754,Carchi,56
755,Chimborazo,56
756,Cotopaxi,56
757,"El Oro",56
758,Esmeraldas,56
759,Galapagos,56
760,Guayas,56
761,Imbabura,56
762,Loja,56
763,"Los Rios",56
764,Manabi,56
765,Morona-Santiago,56
766,Napo,56
767,Orellana,56
768,Pastaza,56
769,Pichincha,56
770,Sucumbios,56
771,Tungurahua,56
772,Zamora-Chinchipe,56
773,Other,56
774,"Ad Daqahliyah",57
775,"Al Bahr al Ahmar",57
776,"Al Buhayrah",57
777,"Al Fayyum",57
778,"Al Gharbiyah",57
779,"Al Iskandariyah",57
780,"Al Isma'iliyah",57
781,"Al Jizah",57
782,"Al Minufiyah",57
783,"Al Minya",57
784,"Al Qahirah",57
785,"Al Qalyubiyah",57
786,"Al Wadi al Jadid",57
787,"Ash Sharqiyah",57
788,"As Suways",57
789,Aswan,57
790,Asyut,57
791,"Bani Suwayf",57
792,"Bur Sa'id",57
793,Dumyat,57
794,"Janub Sina'",57
795,"Kafr ash Shaykh",57
796,Matruh,57
797,Qina,57
798,"Shamal Sina'",57
799,Suhaj,57
800,Other,57
801,Ahuachapan,58
802,Cabanas,58
803,Chalatenango,58
804,Cuscatlan,58
805,"La Libertad",58
806,"La Paz",58
807,"La Union",58
808,Morazan,58
809,"San Miguel",58
810,"San Salvador",58
811,"Santa Ana",58
812,"San Vicente",58
813,Sonsonate,58
814,Usulutan,58
815,Other,58
816,Annobon,59
817,"Bioko Norte",59
818,"Bioko Sur",59
819,"Centro Sur",59
820,Kie-Ntem,59
821,Litoral,59
822,Wele-Nzas,59
823,Other,59
824,Anseba,60
825,Debub,60
826,"Debubawi K'eyih Bahri",60
827,"Gash Barka",60
828,Ma'akel,60
829,"Semenawi Keyih Bahri",60
830,Other,60
831,"Harjumaa (Tallinn)",61
832,"Hiiumaa (Kardla)",61
833,"Ida-Virumaa (Johvi)",61
834,"Jarvamaa (Paide)",61
835,"Jogevamaa (Jogeva)",61
836,"Laanemaa (Haapsalu)",61
837,"Laane-Virumaa (Rakvere)",61
838,"Parnumaa (Parnu)",61
839,"Polvamaa (Polva)",61
840,"Raplamaa (Rapla)",61
841,"Saaremaa (Kuressaare)",61
842,"Tartumaa (Tartu)",61
843,"Valgamaa (Valga)",61
844,"Viljandimaa (Viljandi)",61
845,"Vorumaa (Voru)",61
846,Other,61
847,"Addis Ababa",62
848,Afar,62
849,Amhara,62
850,"Binshangul Gumuz",62
851,"Dire Dawa",62
852,"Gambela Hizboch",62
853,Harari,62
854,Oromia,62
855,Somali,62
856,Tigray,62
857,"Southern Nations, Nationalities, and Peoples Region",62
858,Other,63
859,Other,64
860,"Central (Suva)",65
861,"Eastern (Levuka)",65
862,"Northern (Labasa)",65
863,Rotuma,65
864,"Western (Lautoka)",65
865,Other,65
866,Aland,66
867,"Etela-Suomen Laani",66
868,"Ita-Suomen Laani",66
869,"Lansi-Suomen Laani",66
870,Lappi,66
871,"Oulun Laani",66
872,Other,66
873,Alsace,67
874,Aquitaine,67
875,Auvergne,67
876,Basse-Normandie,67
877,Bourgogne,67
878,Bretagne,67
879,Centre,67
880,Champagne-Ardenne,67
881,Corse,67
882,Franche-Comte,67
883,Haute-Normandie,67
884,Ile-de-France,67
885,Languedoc-Roussillon,67
886,Limousin,67
887,Lorraine,67
888,Midi-Pyrenees,67
889,Nord-Pas-de-Calais,67
890,"Pays de la Loire",67
891,Picardie,67
892,Poitou-Charentes,67
893,"Provence-Alpes-Cote d'Azur",67
894,Rhone-Alpes,67
895,Other,67
896,Estuaire,68
897,Haut-Ogooue,68
898,Moyen-Ogooue,68
899,Ngounie,68
900,Nyanga,68
901,Ogooue-Ivindo,68
902,Ogooue-Lolo,68
903,Ogooue-Maritime,68
904,Woleu-Ntem,68
905,Other,68
906,Banjul,69
907,"Central River",69
908,"Lower River",69
909,"North Bank",69
910,"Upper River",69
911,Western,69
912,Other,69
913,Abkhazia,70
914,Adjara,70
915,Guria,70
916,Imereti,70
917,Kakheti,70
918,"Kvemo Kartli",70
919,Mtskheta-Mtianeti,70
920,"Racha-Lechkhumi and Kvemo Svaneti",70
921,Samegrelo-Zemo,70
922,Svaneti,70
923,Samtskhe,70
924,Javakheti,70
925,"Shida Kartli",70
926,Tbilisi,70
927,Other,70
928,Baden-Wuerttemberg,71
929,Bayern,71
930,Berlin,71
931,Brandenburg,71
932,Bremen,71
933,Hamburg,71
934,Hessen,71
935,Mecklenburg-Vorpommern,71
936,Niedersachsen,71
937,Nordrhein-Westfalen,71
938,Rheinland-Pfalz,71
939,Saarland,71
940,Sachsen,71
941,Sachsen-Anhalt,71
942,Schleswig-Holstein,71
943,Thueringen,71
944,Other,71
945,Ashanti,72
946,Brong-Ahafo,72
947,Central,72
948,Eastern,72
949,"Greater Accra",72
950,Northern,72
951,"Upper East",72
952,"Upper West",72
953,Volta,72
954,Western,72
955,Other,72
956,Gibraltar,73
957,Other,73
958,"Agion Oros",74
959,Achaia,74
960,"Aitolia kai Akarmania",74
961,Argolis,74
962,Arkadia,74
963,Arta,74
964,Attiki,74
965,Chalkidiki,74
966,Chanion,74
967,Chios,74
968,Dodekanisos,74
969,Drama,74
970,Evros,74
971,Evrytania,74
972,Evvoia,74
973,Florina,74
974,Fokidos,74
975,Fthiotis,74
976,Grevena,74
977,Ileia,74
978,Imathia,74
979,Ioannina,74
980,Irakleion,74
981,Karditsa,74
982,Kastoria,74
983,Kavala,74
984,Kefallinia,74
985,Kerkyra,74
986,Kilkis,74
987,Korinthia,74
988,Kozani,74
989,Kyklades,74
990,Lakonia,74
991,Larisa,74
992,Lasithi,74
993,Lefkas,74
994,Lesvos,74
995,Magnisia,74
996,Messinia,74
997,Pella,74
998,Pieria,74
999,Preveza,74
1000,Rethynnis,74
1001,Rodopi,74
1002,Samos,74
1003,Serrai,74
1004,Thesprotia,74
1005,Thessaloniki,74
1006,Trikala,74
1007,Voiotia,74
1008,Xanthi,74
1009,Zakynthos,74
1010,Other,74
1011,"Avannaa (Nordgronland)",75
1012,"Tunu (Ostgronland)",75
1013,"Kitaa (Vestgronland)",75
1014,Other,75
1015,"Carriacou and Petit Martinique",76
1016,"Saint Andrew",76
1017,"Saint David",76
1018,"Saint George",76
1019,"Saint John",76
1020,"Saint Mark",76
1021,"Saint Patrick",76
1022,Other,76
1023,"Guadeloupe (General)",77
1024,Other,77
1025,"Northern Mariana",78
1026,Other,78
1027,"Alta Verapaz",79
1028,"Baja Verapaz",79
1029,Chimaltenango,79
1030,Chiquimula,79
1031,"El Progreso",79
1032,Escuintla,79
1033,Guatemala,79
1034,Huehuetenango,79
1035,Izabal,79
1036,Jalapa,79
1037,Jutiapa,79
1038,Peten,79
1039,Quetzaltenango,79
1040,Quiche,79
1041,Retalhuleu,79
1042,Sacatepequez,79
1043,"San Marcos",79
1044,"Santa Rosa",79
1045,Solola,79
1046,Suchitepequez,79
1047,Totonicapan,79
1048,Zacapa,79
1049,Other,79
1050,Beyla,80
1051,Boffa,80
1052,Boke,80
1053,Conakry,80
1054,Coyah,80
1055,Dabola,80
1056,Dalaba,80
1057,Dinguiraye,80
1058,Dubreka,80
1059,Faranah,80
1060,Forecariah,80
1061,Fria,80
1062,Gaoual,80
1063,Gueckedou,80
1064,Kankan,80
1065,Kerouane,80
1066,Kindia,80
1067,Kissidougou,80
1068,Koubia,80
1069,Koundara,80
1070,Kouroussa,80
1071,Labe,80
1072,Lelouma,80
1073,Lola,80
1074,Macenta,80
1075,Mali,80
1076,Mamou,80
1077,Mandiana,80
1078,Nzerekore,80
1079,Pita,80
1080,Siguiri,80
1081,Telimele,80
1082,Tougue,80
1083,Yomou,80
1084,Other,80
1085,Bafata,81
1086,Biombo,81
1087,Bissau,81
1088,Bolama,81
1089,Cacheu,81
1090,Gabu,81
1091,Oio,81
1092,Quinara,81
1093,Tombali,81
1094,Other,81
1095,Barima-Waini,82
1096,Cuyuni-Mazaruni,82
1097,Demerara-Mahaica,82
1098,"East Berbice-Corentyne",82
1099,"Essequibo Islands-West Demerara",82
1100,Mahaica-Berbice,82
1101,Pomeroon-Supenaam,82
1102,Potaro-Siparuni,82
1103,"Upper Demerara-Berbice",82
1104,"Upper Takutu-Upper Essequibo",82
1105,Other,82
1106,Artibonite,83
1107,Centre,83
1108,"Grand 'Anse",83
1109,Nord,83
1110,Nord-Est,83
1111,Nord-Ouest,83
1112,Ouest,83
1113,Sud,83
1114,Sud-Est,83
1115,Other,83
1116,"Vatican City State",84
1117,Other,84
1118,Atlantida,85
1119,Choluteca,85
1120,Colon,85
1121,Comayagua,85
1122,Copan,85
1123,Cortes,85
1124,"El Paraiso",85
1125,"Francisco Morazan",85
1126,"Gracias a Dios",85
1127,Intibuca,85
1128,"Islas de la Bahia",85
1129,"La Paz",85
1130,Lempira,85
1131,Ocotepeque,85
1132,Olancho,85
1133,"Santa Barbara",85
1134,Valle,85
1135,Yoro,85
1136,Other,85
1137,"Hong Kong (general)",86
1138,Kowloon,86
1139,"Lantau Island",86
1140,"Yuen Long",86
1141,Other,86
1142,Bacs-Kiskun,87
1143,Baranya,87
1144,Bekes,87
1145,Borsod-Abauj-Zemplen,87
1146,Csongrad,87
1147,Fejer,87
1148,Gyor-Moson-Sopron,87
1149,Hajdu-Bihar,87
1150,Heves,87
1151,Jasz-Nagykun-Szolnok,87
1152,Komarom-Esztergom,87
1153,Nograd,87
1154,Pest,87
1155,Somogy,87
1156,Szabolcs-Szatmar-Bereg,87
1157,Tolna,87
1158,Vas,87
1159,Veszprem,87
1160,Zala,87
1161,Bekescsaba,87
1162,Debrecen,87
1163,Dunaujvaros,87
1164,Eger,87
1165,Gyor,87
1166,Hodmezovasarhely,87
1167,Kaposvar,87
1168,Kecskemet,87
1169,Miskolc,87
1170,Nagykanizsa,87
1171,Nyiregyhaza,87
1172,Pecs,87
1173,Sopron,87
1174,Szeged,87
1175,Szekesfehervar,87
1176,Szolnok,87
1177,Szombathely,87
1178,Tatabanya,87
1179,Veszprem,87
1180,Zalaegerszeg,87
1181,Other,87
1182,Austurland,88
1183,Hofudhborgarsvaedhi,88
1184,"Nordhurland Eystra",88
1185,"Nordhurland Vestra",88
1186,Sudhurland,88
1187,Sudhurnes,88
1188,Vestfirdhir,88
1189,Vesturland,88
1190,Other,88
1191,"Andaman and Nicobar Islands",89
1192,"Andhra Pradesh",89
1193,"Arunachal Pradesh",89
1194,Assam,89
1195,Bihar,89
1196,Chandigarh,89
1197,Chhattisgarh,89
1198,"Dadra and Nagar Haveli",89
1199,"Daman and Diu",89
1200,Delhi,89
1201,Goa,89
1202,Gujarat,89
1203,Haryana,89
1204,"Himachal Pradesh",89
1205,"Jammu and Kashmir",89
1206,Jharkhand,89
1207,Karnataka,89
1208,Kerala,89
1209,Lakshadweep,89
1210,"Madhya Pradesh",89
1211,Maharashtra,89
1212,Manipur,89
1213,Meghalaya,89
1214,Mizoram,89
1215,Nagaland,89
1216,Orissa,89
1217,Pondicherry,89
1218,Punjab,89
1219,Rajasthan,89
1220,Sikkim,89
1221,"Tamil Nadu",89
1222,Tripura,89
1223,Uttaranchal,89
1224,"Uttar Pradesh",89
1225,"West Bengal",89
1226,Other,89
1227,Aceh,90
1228,Bali,90
1229,Banten,90
1230,Bengkulu,90
1231,Gorontalo,90
1232,"Irian Jaya Barat",90
1233,"Jakarta Raya",90
1234,Jambi,90
1235,"Jawa Barat",90
1236,"Jawa Tengah",90
1237,"Jawa Timur",90
1238,"Kalimantan Barat",90
1239,"Kalimantan Selatan",90
1240,"Kalimantan Tengah",90
1241,"Kalimantan Timur",90
1242,"Kepulauan Bangka Belitung",90
1243,"Kepulauan Riau",90
1244,Lampung,90
1245,Maluku,90
1246,"Maluku Utara",90
1247,"Nusa Tenggara Barat",90
1248,"Nusa Tenggara Timur",90
1249,Papua,90
1250,Riau,90
1251,"Sulawesi Barat",90
1252,"Sulawesi Selatan",90
1253,"Sulawesi Tengah",90
1254,"Sulawesi Tenggara",90
1255,"Sulawesi Utara",90
1256,"Sumatera Barat",90
1257,"Sumatera Selatan",90
1258,"Sumatera Utara",90
1259,Yogyakarta,90
1260,Other,90
1261,Ardabil,91
1262,"Azarbayjan-e Gharbi",91
1263,"Azarbayjan-e Sharqi",91
1264,Bushehr,91
1265,"Chahar Mahall va Bakhtiari",91
1266,Esfahan,91
1267,Fars,91
1268,Gilan,91
1269,Golestan,91
1270,Hamadan,91
1271,Hormozgan,91
1272,Ilam,91
1273,Kerman,91
1274,Kermanshah,91
1275,"Khorasan-e Janubi",91
1276,"Khorasan-e Razavi",91
1277,"Khorasan-e Shemali",91
1278,Khuzestan,91
1279,"Kohgiluyeh va Buyer Ahmad",91
1280,Kordestan,91
1281,Lorestan,91
1282,Markazi,91
1283,Mazandaran,91
1284,Qazvin,91
1285,Qom,91
1286,Semnan,91
1287,"Sistan va Baluchestan",91
1288,Tehran,91
1289,Yazd,91
1290,Zanjan,91
1291,Other,91
1292,"Al Anbar",92
1293,"Al Basrah",92
1294,"Al Muthanna",92
1295,"Al Qadisiyah",92
1296,"An Najaf",92
1297,Arbil,92
1298,"As Sulaymaniyah",92
1299,"At Ta'mim",92
1300,Babil,92
1301,Baghdad,92
1302,Dahuk,92
1303,"Dhi Qar",92
1304,Diyala,92
1305,Karbala',92
1306,Maysan,92
1307,Ninawa,92
1308,"Salah ad Din",92
1309,Wasit,92
1310,Other,92
1311,Carlow,93
1312,Cavan,93
1313,Clare,93
1314,Cork,93
1315,Donegal,93
1316,Dublin,93
1317,Galway,93
1318,Kerry,93
1319,Kildare,93
1320,Kilkenny,93
1321,Laois,93
1322,Leitrim,93
1323,Limerick,93
1324,Longford,93
1325,Louth,93
1326,Mayo,93
1327,Meath,93
1328,Monaghan,93
1329,Offaly,93
1330,Roscommon,93
1331,Sligo,93
1332,Tipperary,93
1333,Waterford,93
1334,Westmeath,93
1335,Wexford,93
1336,Wicklow,93
1337,Other,93
1338,Central,94
1339,Haifa,94
1340,Jerusalem,94
1341,Northern,94
1342,Southern,94
1343,"Tel Aviv",94
1344,Other,94
1345,Abruzzo,95
1346,Basilicata,95
1347,Calabria,95
1348,Campania,95
1349,Emilia-Romagna,95
1350,"Friuli-Venezia Giulia",95
1351,Lazio,95
1352,Liguria,95
1353,Lombardia,95
1354,Marche,95
1355,Molise,95
1356,Piemonte,95
1357,Puglia,95
1358,Sardegna,95
1359,Sicilia,95
1360,Toscana,95
1361,"Trentino-Alto Adige",95
1362,Umbria,95
1363,"Valle d'Aosta",95
1364,Veneto,95
1365,Other,95
1366,Clarendon,96
1367,Hanover,96
